nid,label
60943,28
60944,16
60945,16
60946,28
60947,24
60948,28
60949,4
60950,31
60951,16
60952,24
60953,28
60954,20
60955,16
60956,24
60957,16
60958,16
60959,24
60960,16
60961,16
60962,24
60963,28
60964,16
60965,16
60966,2
60967,24
60968,24
60969,24
60970,16
60971,24
60972,16
60973,10
60974,24
60975,4
60976,27
60977,16
60978,24
60979,16
60980,16
61292,16
61298,16
61306,31
61334,2
61398,18
61456,24
61461,28
61471,28
61477,28
61503,28
61521,10
61540,28
61546,28
61553,28
61554,28
61555,10
61556,27
61557,26
61558,28
61559,24
61560,10
61561,24
61563,16
61564,28
61565,24
61566,16
61567,9
61568,5
61569,31
61570,24
61571,22
61572,5
61573,5
61574,2
61575,32
61576,9
61577,27
61578,33
61579,33
61580,28
61581,10
61582,10
61583,16
61584,20
61585,28
61586,24
61587,2
61588,28
61589,20
61590,26
61591,22
61592,32
61593,13
61594,26
61595,28
61596,4
61597,24
61598,28
61599,9
61600,16
61601,16
61602,19
61603,24
61604,2
61605,16
61606,16
61607,16
61608,16
61609,16
61610,28
61611,16
61612,2
61613,2
61614,10
61615,16
61616,28
61617,27
61618,26
61619,31
61620,19
61621,23
61622,24
61623,28
61624,28
61625,19
61627,32
61628,16
61629,19
61630,19
61631,13
61632,24
61633,24
61634,26
61635,14
61636,16
61637,23
61638,8
61639,19
61640,8
61642,8
61643,24
61644,16
61645,28
61646,26
61647,28
61648,28
61649,22
61650,28
61651,10
61652,28
61653,24
61654,24
61655,2
61656,8
61665,16
61675,16
61681,16
61686,2
61690,24
61708,16
61727,16
61738,16
61739,4
61746,28
61747,8
61774,24
61786,16
61791,8
61798,8
61804,9
61827,8
61834,28
61836,24
61839,27
61852,16
61897,26
61901,3
61904,10
61909,4
61934,27
61937,10
61939,5
61952,10
61953,16
61954,16
61956,9
61958,27
61959,24
61960,16
61961,16
61962,16
61963,24
61964,24
61965,24
61966,24
61967,24
61968,16
61969,28
61970,24
61971,31
61972,16
61973,24
61974,25
61976,16
61978,19
61979,24
61980,31
61981,24
61982,16
61983,28
61984,24
61985,16
61986,28
61987,28
61988,2
61989,10
61990,4
61991,16
61992,16
61993,24
61994,28
61995,22
61996,2
61997,16
61998,10
61999,24
62000,28
62001,27
62002,2
62003,28
62004,5
62005,26
62006,2
62007,2
62008,28
62009,28
62010,16
62011,28
62012,28
62013,16
62014,16
62015,32
62016,5
62017,16
62018,23
62019,24
62020,27
62021,2
62022,2
129562,26
62023,28
62024,24
62025,16
62026,19
62027,32
62029,16
62030,22
62031,28
62032,20
62033,2
62034,28
62035,33
62036,16
62037,10
62038,27
62039,24
62040,5
62041,28
62042,2
62043,20
62044,28
62045,8
62046,8
62047,28
62048,16
62049,4
62050,28
62051,32
62052,8
62053,24
62054,28
62055,16
62056,10
62057,24
62058,20
62059,2
62060,28
62061,28
62062,27
62063,28
62064,24
62065,31
62066,20
62067,31
62068,4
62069,2
62070,8
62071,33
62072,28
62073,23
62074,9
62075,28
62076,22
62077,24
62078,31
62079,31
62080,13
62081,16
62082,31
62083,23
62084,16
62085,10
62086,28
62087,8
62088,5
62089,28
62090,26
62091,9
62092,33
62093,9
62094,9
62095,24
62096,2
62097,10
62098,9
62099,28
62100,22
62101,2
62102,28
62103,28
62104,16
62105,28
62106,28
62107,24
62108,10
62109,26
62110,16
62111,6
62112,28
62113,34
62114,16
62115,19
62116,24
62117,2
62118,14
62119,16
62120,24
62121,2
62122,6
62123,10
62124,26
62125,16
62126,31
62127,16
62128,16
62129,27
62130,4
62131,5
62132,28
62133,24
62134,24
62135,23
62136,16
62137,24
62138,2
62139,20
62140,24
62141,2
62142,28
62143,28
62144,27
62145,9
62146,20
62147,16
62148,10
62149,28
62150,28
62151,9
62152,5
62153,5
62154,4
62155,24
62156,24
62157,16
62158,16
62159,26
62160,31
62161,28
62162,16
62163,22
62164,16
62165,9
62166,16
62167,9
62168,8
62169,28
62170,24
62171,28
62172,20
62173,28
62174,24
62175,31
62176,31
62177,16
62178,2
129595,28
129603,9
129612,13
129613,2
129614,16
129615,24
129616,5
129618,16
129623,24
129624,24
129625,24
129626,16
129627,24
129628,16
129629,16
129631,24
129634,20
129635,16
129636,16
129638,16
129639,16
129640,9
129641,24
129642,4
129644,24
129645,31
129646,16
129649,4
129650,24
129651,33
129652,28
129653,32
129654,28
129655,9
129656,24
129657,16
129658,32
129659,24
129661,24
129662,28
129664,19
129665,23
129666,28
129669,4
129670,26
129671,28
129672,2
129673,28
129674,26
129675,28
129676,8
129677,4
129678,23
129679,28
129680,33
129681,24
129682,14
129683,16
129684,9
129685,16
129686,9
129687,2
129688,23
129689,32
129690,2
129691,31
129692,2
129693,31
129694,28
129695,4
129696,28
62701,28
129697,28
129698,26
62709,26
129699,10
62712,10
129700,28
129701,24
129702,16
129703,10
129705,28
129706,4
62740,16
129707,24
62744,2
129708,28
129709,20
129710,8
62756,16
62759,27
129711,2
129712,2
129713,9
129714,23
62778,16
129715,2
129716,28
62787,5
62790,4
129718,28
62793,16
62797,28
62800,24
129720,23
62802,24
62803,16
62805,10
62806,24
129721,5
62807,24
62808,16
62809,28
62810,13
62811,16
62812,23
62813,16
62814,27
62815,24
62816,10
62817,16
62818,16
62819,2
62820,26
62821,28
62822,5
62823,24
62824,16
129724,16
62825,16
62826,16
62827,16
62828,4
62829,16
62830,16
62831,26
62832,16
62833,2
62834,24
62835,27
62836,16
62837,16
62838,24
62839,8
62840,16
62841,24
62842,24
129726,2
62843,16
62844,16
62845,19
62846,16
62847,16
62848,16
62849,26
62850,8
62851,4
129729,28
62852,27
62853,28
62854,31
62855,16
62856,25
62857,8
62858,24
62859,24
129731,13
62860,24
62861,24
62862,16
62863,28
62865,24
62866,23
62867,16
62868,16
129732,4
62869,16
62870,4
62871,24
62872,28
62873,27
62874,27
62875,16
62876,16
62877,27
62878,16
62879,4
129734,23
62880,24
62881,16
62882,16
62883,10
129736,2
129737,28
62895,4
62896,28
129738,16
62899,16
129739,24
129740,33
62913,24
129741,24
129742,24
62924,9
129743,5
62931,16
62957,24
62961,24
62962,31
62973,16
62982,28
62997,27
63013,28
63041,4
63071,24
63072,9
63094,28
63096,33
63098,9
63101,28
63102,28
63107,24
63114,24
63124,22
63139,32
63140,16
63141,24
63142,5
63143,24
63145,16
63147,28
63149,28
63150,24
63151,16
63152,16
63154,24
63155,32
63156,24
63158,24
63161,10
63162,2
63163,28
63166,10
63167,5
63168,23
63169,31
63170,4
63171,16
63173,27
63174,28
63175,28
63176,19
63177,24
63178,16
63179,10
63180,2
63181,16
63182,24
63183,24
63184,24
63185,23
63186,27
63187,16
63188,24
63189,3
63190,10
63191,24
63192,32
63193,24
63194,26
63195,8
63196,16
63198,16
63199,16
63200,31
63201,24
63202,10
63203,16
63204,5
63205,24
63206,8
63207,4
63208,24
63209,24
63210,24
63211,16
63212,16
63213,5
63214,16
63215,16
63216,16
63217,16
63218,28
63219,26
63220,10
63221,24
63222,27
63223,16
63224,16
63225,24
63226,16
63227,27
63228,24
63229,16
63230,31
63231,16
63232,24
63233,16
63234,27
63235,24
63236,4
63237,16
63238,16
63239,28
63240,16
63241,4
63242,16
63243,24
63244,16
63245,16
63246,16
63247,4
63248,2
63249,16
63250,16
63251,16
63252,24
63253,16
63254,28
63255,16
63256,27
63257,33
63258,24
63259,4
63260,28
63261,8
63262,27
63263,32
63264,16
63265,16
63266,16
63267,10
63268,24
63269,24
63270,8
63271,24
63272,24
63273,24
63274,6
63275,10
63277,28
63278,2
63279,16
63280,28
63281,24
63282,16
63283,16
63284,24
63285,4
63286,24
63287,34
63288,24
63289,4
63290,24
63291,16
63292,16
63293,16
63294,28
63295,24
63296,16
63297,4
63298,24
63299,24
63300,24
63301,16
63302,27
63303,24
63304,26
63305,24
63306,24
63307,28
63308,24
63309,8
63310,8
63311,24
63312,10
63313,16
63314,28
63315,16
63316,24
63317,16
63318,5
63319,16
63320,4
63321,16
63322,16
63323,16
63324,27
63325,28
63326,23
63327,16
63328,4
63329,16
63330,16
63331,16
63332,16
63333,4
63334,16
63335,4
63336,24
63337,28
63338,24
63339,24
63340,24
63341,19
63342,28
63343,24
63344,5
63345,24
63346,16
63347,16
63348,22
63349,31
63350,16
63351,16
63352,24
63353,24
63690,16
63708,28
63804,27
63805,24
63827,24
63828,16
63830,27
63845,28
63855,26
63859,16
63872,28
63875,16
63899,16
63923,16
63930,9
63966,19
63975,20
63976,16
63977,8
63978,2
63979,28
63981,16
63982,19
63983,34
63984,13
63985,28
63986,32
63987,16
63988,19
63989,24
63990,20
63991,24
63992,28
63993,16
63994,28
63995,9
63996,16
63997,19
63998,28
63999,16
64000,28
64001,16
64003,24
64004,5
64005,28
64006,23
64007,28
64008,4
64009,24
64010,16
64011,28
64012,4
64013,26
64014,16
64015,24
64016,28
64017,27
64018,28
64019,28
64020,34
64021,3
64022,5
64023,2
64024,26
64025,28
64027,16
64028,16
64029,2
64030,22
64031,16
64032,9
64033,6
64034,3
64037,2
64038,16
64039,5
64040,28
64041,26
64042,28
64043,24
64044,16
64045,28
64046,28
64047,24
64048,2
64049,5
64050,8
64051,28
64052,28
64053,25
64054,28
64055,28
64056,26
64057,24
64058,24
64059,24
64060,10
64061,16
64062,28
64063,28
64064,10
64065,24
64066,9
64067,5
64068,9
64069,28
64073,2
64077,28
64100,28
64114,28
64151,28
64161,16
64162,24
64199,10
64204,16
64212,4
64228,16
64239,16
64254,24
64257,31
64268,16
119787,24
64275,16
119788,20
64298,16
64302,28
64306,24
64314,24
64321,10
64324,24
64328,24
64329,4
64331,28
64332,16
64334,27
64336,24
64337,24
64338,24
64340,16
64341,16
64342,16
64343,28
64344,24
64345,26
64346,5
64347,33
64348,10
64350,22
64351,4
64352,24
64353,28
64354,9
64355,33
64356,8
64357,28
64358,8
64360,2
64362,23
64364,16
64365,9
64366,22
64367,33
64368,4
64369,10
64370,33
64371,28
64372,24
64373,20
64374,9
64375,10
64376,2
64377,28
64378,28
64379,5
64380,32
64381,28
64382,27
64383,28
64384,28
64385,10
64386,14
64387,28
64388,28
64389,8
64390,10
64391,23
64392,2
64393,26
64394,28
64395,2
64396,16
64397,7
64398,28
64399,28
64400,26
64401,16
64402,32
64403,28
64404,26
64405,28
64406,10
64407,28
64408,24
64409,28
64410,22
64411,9
64412,28
64413,16
64414,9
64415,16
64416,8
64417,9
64418,10
64419,5
64420,28
64421,2
64422,24
64423,10
64424,16
64425,8
64426,5
64427,28
64428,4
64430,4
64431,10
64432,13
64433,28
64434,28
64435,34
64436,26
64437,28
64438,9
64439,28
64440,16
64441,24
64442,24
64443,24
64444,28
64445,10
64446,26
64447,16
64448,28
64449,28
64450,28
64451,28
64452,2
64453,4
64454,2
64455,28
64456,28
64457,28
64458,28
64459,8
64460,28
64461,28
64462,28
64463,33
64464,28
64465,28
64466,8
64467,28
64468,2
64469,34
64470,31
64471,28
64472,5
64473,2
64474,24
64475,28
64476,8
64477,19
64480,28
64481,4
64482,28
64483,28
64484,24
64485,28
64486,28
64487,8
64488,16
64489,2
64490,28
64491,3
64492,20
64493,28
64494,10
64495,28
64496,16
64497,2
64498,28
64499,26
64500,28
64501,19
64502,5
64503,8
64504,28
64505,10
64506,8
64507,28
64508,10
64509,28
64510,32
64511,24
64512,16
64513,4
64514,28
64515,23
64516,20
64517,26
64518,28
64519,33
64520,28
64521,28
64522,5
64523,24
64524,31
64525,28
64526,28
64527,28
64528,28
64529,28
64530,10
64531,5
64532,5
64533,16
64534,28
64535,5
64536,28
64537,24
64538,24
64539,9
64540,16
64541,16
64542,24
119797,16
119799,28
119800,2
119801,10
119807,24
64920,16
64966,16
65043,8
65059,24
65063,8
65066,16
65072,28
65080,28
119817,16
65100,18
65107,4
119818,16
65114,24
65118,28
119819,23
65137,9
65142,16
65145,27
65147,16
65148,16
65149,10
65150,8
65151,24
65152,22
65153,24
65154,2
65155,26
65156,28
65157,28
65158,32
65159,26
65160,28
65161,24
65163,26
65164,24
65165,31
65166,28
65167,9
65168,24
65169,24
65170,28
65171,28
65172,16
65173,19
65174,23
65175,4
65176,31
65177,24
65178,10
65179,31
65180,33
65181,10
65182,16
65183,20
65184,24
65186,23
65187,28
65188,23
65189,31
65190,31
65191,24
65192,28
65193,5
65194,28
65195,24
65196,5
65197,16
65198,2
65199,16
65200,16
65201,8
65202,24
65203,16
65204,9
65205,31
65206,26
65207,24
65208,20
65209,28
65210,16
65211,16
65212,32
65213,10
65214,24
65215,24
65216,5
65218,16
65219,24
65220,24
65221,34
65222,8
65223,24
65224,5
65225,16
65226,24
65227,24
65228,28
65229,24
65230,4
65231,24
65232,10
65267,24
65288,24
65320,16
65322,24
65324,28
65326,16
65327,24
65337,16
65358,24
65359,16
65368,4
65379,16
65385,31
65413,24
65424,28
65430,20
65456,26
65464,4
65474,28
65502,28
65516,8
65521,28
65523,28
65524,16
65525,2
65526,34
65527,24
65528,2
65529,8
65530,28
65531,10
65532,4
65533,2
65534,28
65536,10
65537,6
65538,9
65539,13
65540,28
65541,28
65542,28
65543,28
65544,28
65545,33
65546,28
65547,8
65550,28
65552,10
65553,2
65554,28
65555,28
65556,28
65557,4
65558,24
65559,2
65560,28
65561,28
65562,23
65563,28
65564,19
65565,32
65566,2
65567,28
65568,20
65569,24
65570,28
65571,33
65572,34
65573,28
65574,28
65575,28
65576,23
65577,26
65578,28
65579,16
65580,8
65581,28
65582,24
65583,24
65584,8
65585,24
65586,16
65587,28
65588,28
65589,28
65590,24
65591,4
65592,28
65593,2
65594,28
65595,31
65596,28
65597,2
65598,2
65599,26
65600,28
65601,2
65602,24
65603,6
65604,16
65605,28
65606,24
65607,28
65608,24
65609,28
65610,8
65611,26
65612,2
65613,16
65614,2
65615,16
65616,2
65617,28
65618,26
65619,16
65620,31
65621,13
65622,34
65623,26
65624,24
65625,2
65626,28
65627,16
65628,24
65629,7
65630,10
65631,27
65632,16
65633,8
65634,16
65635,28
65636,2
65637,16
65638,8
65639,2
65640,10
65641,5
65643,2
65644,28
65645,31
65646,24
65647,27
65648,2
65649,34
65650,28
65651,16
65652,23
65653,6
65654,19
65655,16
65656,4
65657,2
65658,24
65659,8
65660,16
65661,23
65662,16
65663,24
65664,26
65665,28
65666,5
65667,5
65668,28
65669,24
65670,24
65671,26
65672,24
65673,4
65674,28
65675,27
65676,28
65677,28
65678,16
65679,24
65680,28
65681,28
65682,24
65683,28
65684,24
65685,28
65686,8
65687,16
65688,16
65689,24
65690,24
65691,16
65692,28
65693,26
65694,9
65695,28
65696,23
65697,24
65698,23
65699,10
65700,4
65701,24
65702,22
65703,28
65704,4
65705,24
65706,24
65707,16
65708,8
65709,27
65710,16
65711,8
65712,10
65713,2
65714,28
65715,16
65716,9
65717,16
65718,16
65719,13
65720,4
65721,16
65722,28
65723,4
65724,16
65725,16
66247,10
66265,10
66286,22
66295,16
66317,4
66321,24
66322,23
66376,24
66381,24
66382,24
66383,16
66384,24
66385,16
66386,28
66387,16
66388,24
66389,19
66390,28
66391,8
66392,26
66393,28
66394,10
66395,24
66396,16
66397,10
66398,16
66399,26
66400,10
66401,24
66402,24
66403,16
66404,24
66405,16
66407,24
66408,16
66410,10
66411,8
66412,24
66413,16
66414,24
66415,16
66416,24
66417,24
66420,24
66421,16
66422,24
66423,24
66424,24
66425,24
66426,24
66427,24
66428,28
66429,4
66430,24
66431,16
66432,28
66433,24
66434,24
66435,18
66436,23
66437,4
66438,24
66439,28
66440,26
66441,16
66442,24
66443,24
66444,16
66445,24
66446,8
66447,16
66448,27
66449,24
66450,20
66451,24
66452,5
66453,10
66454,24
66455,16
66456,16
66457,28
66458,10
66459,5
66460,4
66461,16
66462,4
66463,33
66464,5
66465,16
66466,28
66467,0
66468,24
66469,10
66470,28
66471,28
66472,5
66473,28
66474,9
66475,33
66476,5
66477,10
66478,24
66479,8
66480,32
66481,33
66482,28
66487,4
66491,8
66493,22
66495,28
66512,9
66514,24
66516,28
66519,28
66530,13
66539,10
66557,8
66570,28
66633,24
66650,28
66673,26
66679,4
66713,16
66750,5
66751,5
66752,24
66753,16
66754,16
66755,16
66756,4
66757,19
66758,9
66759,28
66760,24
66761,10
66762,5
66763,16
66764,28
66765,8
66766,16
66767,16
66768,24
66769,28
66770,16
66771,24
66775,10
66779,10
66780,16
66781,16
66782,24
66783,26
66784,24
66785,34
66786,28
66787,16
66788,24
66789,16
66790,16
66791,16
66792,9
66793,10
66794,16
66795,19
66796,28
66798,16
66799,16
66800,24
66801,16
66802,3
66803,28
66804,31
66805,28
66806,16
66807,26
66808,31
66809,31
66810,28
66811,33
66812,9
66813,8
66814,16
66815,16
66816,16
66817,24
66818,10
66819,3
66820,24
66821,16
66822,24
66823,4
66824,26
66825,24
66826,8
66827,23
66829,16
66830,28
66831,19
66832,32
66833,16
66834,16
66835,28
66836,2
66837,2
66838,16
66839,24
66840,8
66841,24
66842,28
66843,10
66844,26
66845,16
66846,26
66847,24
66848,28
66849,28
66850,19
66851,24
66852,2
66853,24
66854,27
66855,16
66856,16
66857,16
66858,16
66859,16
66860,16
66861,5
66862,24
66863,26
66864,16
66865,8
66866,24
66867,28
66868,5
66869,24
66870,16
66871,33
66872,24
66873,10
66874,23
66875,16
66876,16
66877,26
66878,23
66879,33
66880,16
66881,8
66882,16
66883,16
66884,16
66885,16
66886,16
66887,16
66888,10
66889,24
66890,18
66891,8
66892,28
66893,24
66894,24
66895,19
66896,16
66897,28
66898,16
66899,31
66900,16
66901,16
66902,19
66903,8
66904,16
66905,2
66906,6
66907,24
66908,16
66909,16
66910,34
66911,28
66912,20
66913,24
66914,16
66915,26
66916,5
66917,24
66918,5
66919,24
66920,16
66921,28
66922,31
66923,16
66924,28
66925,23
66926,16
66927,24
66928,16
66929,27
66931,16
66932,26
66933,24
66934,24
66935,16
66936,16
66937,24
66938,24
66939,4
66940,4
66941,27
66942,24
66943,24
66944,10
66945,27
66946,16
66947,4
66948,8
66949,10
66950,16
66951,16
66952,16
66953,19
66954,16
66955,24
66956,5
66957,16
67336,16
67337,8
67405,24
67429,16
67445,22
67524,23
67530,28
67533,28
67535,31
67538,20
67543,16
67546,31
67547,8
67548,16
67549,2
67550,9
67551,28
67552,5
67553,20
67554,26
67555,28
67556,1
67557,31
67558,32
67559,28
67560,8
67561,28
67562,23
67563,16
67564,26
67565,20
67566,23
67567,24
67568,5
67569,24
67570,5
67571,34
67572,14
67573,8
67574,34
67575,4
67576,2
67577,5
67578,26
67580,16
67581,10
67582,28
67583,23
67584,24
67585,34
67586,2
67587,10
67588,28
67589,8
67590,10
67591,28
67592,8
67593,28
67594,8
67595,10
67596,28
67598,5
67599,28
67600,26
67601,24
67602,23
67603,28
67604,32
67605,23
67606,28
67607,28
67608,8
67609,14
67610,33
67611,8
67612,14
67613,28
67614,16
67615,28
67616,28
67617,28
67618,4
67619,9
67620,19
67621,24
67622,31
67624,5
67625,28
67626,31
67627,28
67628,4
67629,28
67630,28
67631,9
67632,24
67633,28
67634,28
67635,8
67636,28
67637,34
67638,2
67639,31
67640,26
67641,28
67642,24
67643,26
67644,16
67645,28
67646,26
67647,9
67648,31
67649,19
67650,16
67653,28
67662,5
67665,31
67667,9
67672,4
67679,28
67683,28
67715,28
67731,24
67733,28
67751,1
67753,28
67778,3
67782,24
67783,2
67805,33
67812,10
67830,16
67844,24
67859,16
67864,24
67867,24
67870,4
67878,4
67888,16
67907,24
67915,8
67917,24
67921,10
67923,28
67924,24
67925,5
67926,4
67927,16
67928,24
67929,24
67930,4
67931,16
67932,16
67933,34
67934,16
67935,28
67936,16
67937,16
67938,4
67939,24
67940,24
67941,10
67942,28
67943,24
67944,10
67945,24
67946,2
67947,8
67948,19
67949,27
67950,24
67951,24
67952,10
67953,24
67954,31
67955,16
67956,24
67957,19
67958,24
67959,5
67960,24
67961,28
67962,10
67963,24
67964,5
67965,16
67966,24
67967,19
67968,16
67969,23
67970,16
67971,16
67972,16
67973,24
67974,27
67975,16
67976,31
67977,24
67978,5
67979,24
67980,24
67981,16
67982,16
67983,24
67984,16
67985,5
67986,4
67987,5
67988,16
67989,16
67991,24
67992,4
67994,27
67995,8
67996,24
67997,24
67998,24
67999,16
68000,4
68001,24
68002,24
68003,23
68004,16
68005,24
68006,16
68007,16
68008,27
68009,16
68010,10
68011,16
68012,28
68013,24
68014,24
68015,2
68016,16
68017,25
68018,28
68019,16
68020,16
68021,19
68023,24
68024,24
68025,28
68026,27
68027,5
68028,24
68029,28
68030,4
68031,24
68032,19
68033,28
68034,16
68035,5
68036,16
68037,10
68039,16
68040,19
68041,28
68042,24
68043,10
68044,24
68045,13
68046,4
68047,16
68048,24
68049,24
68050,24
68051,16
68052,19
68053,10
68054,16
68055,10
68056,24
68057,16
68058,16
68059,23
68060,16
68061,16
68062,16
68063,28
68064,24
68065,27
68066,26
68067,24
68068,16
68069,4
68070,16
68071,16
68072,31
68073,24
68074,10
68075,31
68076,24
68077,24
68078,16
68079,5
68080,8
68081,24
68082,24
68083,16
68084,10
68085,24
68086,31
68087,16
68088,16
68089,16
68090,31
68091,16
68092,10
68093,31
68094,24
68095,24
68096,8
68097,19
68098,24
68099,28
68100,2
68101,28
68102,28
68103,8
68104,32
68105,5
68106,10
68107,20
68108,28
68109,24
68110,24
68111,24
68112,4
68113,33
68114,24
68115,20
68116,26
68117,28
68118,2
68119,2
68120,27
68122,10
68123,23
68124,5
68497,27
68536,28
68561,5
68587,31
68588,26
68608,22
68613,2
68645,28
68651,2
68653,28
68673,9
68688,26
68695,22
68696,28
68702,4
68705,10
68706,24
68707,28
68710,24
68711,28
68712,16
68715,8
68716,16
68717,28
68718,28
68719,20
68720,32
68721,4
68722,16
68723,28
68724,28
68725,19
68726,28
68727,16
68728,16
68729,28
68730,8
68731,16
68732,28
68733,28
68734,28
68735,19
68736,24
68737,16
68738,31
68739,23
68740,10
68741,16
68742,28
68743,2
68744,5
68745,16
68746,24
68747,24
68748,19
68749,28
68750,24
68751,28
68753,16
68754,16
68755,28
68756,28
68757,27
68758,16
68759,5
68760,16
68762,23
68763,16
68764,16
68765,28
68766,4
68767,24
68768,31
68770,24
68771,28
68772,2
68773,25
68774,16
68775,27
68776,23
68777,28
68778,2
68779,28
68780,28
68781,28
68782,4
68783,24
68784,10
68785,4
68786,24
68787,16
68788,27
68789,31
68790,16
68791,24
68792,24
68793,8
68794,4
68795,8
68796,26
68797,27
68798,24
68799,32
68800,32
68801,28
68802,28
68804,27
68805,9
68806,24
68807,4
68808,8
68833,2
68850,26
68852,16
68856,16
68869,24
68873,13
68878,5
68881,16
68894,28
68897,24
68903,24
68916,16
68936,24
68944,24
68949,23
68978,16
68980,16
68998,24
69002,24
69010,16
69018,4
69030,8
69033,23
69050,28
69059,28
69060,28
69061,23
69062,24
69063,16
69065,24
69066,27
69067,5
69068,16
69069,28
69070,16
69071,16
69072,4
69074,16
69075,2
69076,16
69078,26
69079,16
69080,8
69081,24
69082,8
69083,24
69084,2
69085,24
69086,32
69087,16
69088,28
69089,27
69090,28
69091,28
69092,16
69093,16
69094,24
69095,16
69096,28
69097,24
69098,16
69099,10
69100,24
69101,24
69102,10
69103,24
69104,10
69105,33
69106,24
69107,16
69108,9
69109,16
69110,16
69111,26
69112,28
69113,24
69114,27
69115,10
69116,24
69117,16
69118,16
69119,16
69120,26
69121,27
69122,31
69123,16
69124,16
69125,16
69126,16
69127,16
69128,20
69129,27
69130,25
69131,28
69132,24
69133,16
69134,24
69135,24
69136,16
69137,16
69138,16
69139,16
69140,28
69141,16
69142,5
69143,24
69144,24
69145,24
69146,27
69147,16
69148,16
69149,24
69150,28
69151,24
69152,24
69153,28
69154,24
69155,16
69156,28
69157,23
69158,24
69159,16
69160,24
69161,24
69162,24
69163,24
69164,2
69165,16
69166,24
69167,24
69168,5
69169,24
69170,33
69171,24
69172,16
69173,8
69174,16
69175,23
69176,16
69177,28
69178,28
69179,18
69180,28
69181,28
69182,5
69183,24
69184,16
69185,16
69186,34
69187,24
69188,24
69189,4
69190,28
69191,28
69192,9
69193,16
69194,31
69195,24
69196,8
69197,3
69198,24
69199,16
69200,16
69201,34
69202,8
69203,24
69204,16
69205,28
69206,26
69207,31
69208,27
69209,16
69210,2
69211,26
69212,10
69213,24
69214,28
69215,28
69216,24
69218,28
69219,28
69220,24
69221,16
69222,26
69223,24
69224,22
69225,24
69226,28
69227,32
69228,16
69229,31
69230,16
69231,19
69232,31
69233,16
69234,10
69235,16
69236,10
69237,19
69238,8
69239,28
69240,2
69241,28
69242,27
69243,5
69244,8
69245,8
69246,24
69247,16
69248,2
69249,24
69250,16
69251,16
69252,16
69253,16
69254,10
69255,16
69256,10
69257,28
69258,4
69259,24
69260,26
69261,28
69262,16
69263,26
69264,2
69265,28
69266,28
69267,31
69268,10
69269,28
69270,13
69271,28
69640,28
69645,34
69810,33
69817,28
69819,28
69835,24
69837,6
69855,27
69881,19
69898,27
69901,20
69903,8
69904,28
69905,8
69906,28
69907,16
69908,16
69911,24
69912,28
69913,24
69914,16
69915,16
69916,16
69917,16
69918,16
69919,24
69920,8
69921,28
69922,16
69923,26
69924,24
69925,27
69926,23
69927,16
69928,28
69929,2
69930,24
69931,26
69932,27
69933,16
69934,26
69935,16
69936,5
69937,28
69938,16
69939,10
69940,24
69941,10
69942,16
69943,16
69944,16
69945,16
69946,16
69947,24
69948,9
69949,16
69950,16
69951,28
69952,5
69953,24
69954,24
69955,28
69956,16
69957,26
69958,16
69959,28
69960,24
69961,16
69962,28
69963,16
69964,2
69965,28
69966,16
69967,24
69968,10
69969,8
69970,24
69971,16
69972,16
69973,24
69974,24
69975,28
69976,16
69977,16
69978,24
69979,16
69980,10
69981,23
69982,24
69983,16
69984,23
69985,24
70009,24
70011,5
70027,16
70028,2
70030,24
70038,28
70067,24
70075,24
70077,16
70098,23
70104,8
70118,24
70122,33
70136,27
70162,23
70178,16
70183,31
70190,9
70198,16
70203,2
70208,16
70211,33
70212,16
70213,32
70214,28
70215,34
70216,23
70217,2
70218,8
70219,14
70220,16
70221,33
70222,2
70223,28
70227,31
70228,9
70229,28
70230,28
70231,28
70232,28
70234,9
70235,0
70236,19
70237,8
70238,32
70239,24
70240,31
70241,31
70242,9
70243,2
70244,28
70245,16
70246,16
70248,16
70249,24
70250,33
70251,16
70252,28
70253,10
70254,8
70255,10
70256,28
70257,22
70258,24
70259,28
70260,28
70261,16
70262,28
70263,16
70264,26
70265,28
70266,32
70267,16
70268,28
70269,28
70270,28
70271,28
70272,10
70273,16
70274,16
70275,33
70276,5
70277,28
70278,26
70279,16
70280,24
70281,16
70282,2
70283,16
70284,13
70285,10
70286,28
70287,26
70288,28
70289,20
70290,26
70291,10
70292,28
70294,20
70295,16
70296,27
70297,19
70298,20
70299,8
70300,10
70301,33
70302,26
70303,8
70304,16
70305,16
70306,16
70307,10
70308,8
70309,28
70310,10
70311,4
70312,8
70313,28
70314,20
70315,16
70316,24
70317,22
70318,28
70319,24
70320,10
70321,22
70322,24
70323,2
70324,28
70325,9
70326,24
70327,4
70328,28
70329,4
70330,8
70331,5
70332,10
70333,10
70334,9
70335,16
70336,28
70337,31
70338,8
70339,24
70340,16
70341,20
70342,16
70343,2
70344,28
70345,24
70346,8
70347,28
70348,28
70349,16
70350,24
70351,32
70352,24
70353,24
70354,16
70355,28
70356,31
70357,16
70358,19
70359,24
70360,28
70361,24
70362,28
70363,9
70364,16
70365,16
70366,10
70367,26
70368,16
70369,10
70370,28
70371,34
70372,31
70373,10
70375,25
70376,24
70377,16
70378,28
70379,31
70380,24
70381,27
70382,24
70383,27
70384,16
70385,24
70386,2
70387,19
70388,24
70389,16
70390,23
70391,24
70392,28
70393,10
70394,16
70395,16
70396,16
70397,31
70398,28
70400,8
70401,5
70402,27
70403,31
70404,16
70405,23
70406,10
70407,4
70408,24
70409,16
